,cast,crew,id
4755,"['John Travolta', 'Vince Vaughn', 'Teri Polo']",Harold Becker,11456
4756,"['John Goodman', 'Billy Crystal', 'Mary Gibbs']",Pete Docter,585
4757,"['Jet Li', 'Jason Statham', 'Carla Gugino']",James Wong,10796
4758,"['Uma Thurman', 'Ethan Hawke', 'Robert Sean Leonard']",Richard Linklater,23949
4759,"['Gene Hackman', 'Danny DeVito', 'Delroy Lindo']",David Mamet,11088
4760,"['Gwyneth Paltrow', 'Jack Black', 'Jason Alexander']",Bobby Farrelly,9889
4761,"['John Leguizamo', 'Rosie Perez', 'Julie Carmen']",Seth Zvi Rosenfeld,140511
4762,"['Rob Morrow', 'Laura Linney', 'Craig Sheffer']",Rob Morrow,133115
4763,"['Carol Kane', 'Charles Durning', 'Colleen Dewhurst']",Fred Walton,45964
4764,"['Fred Ward', 'Peter Coyote', 'L.Q. Jones']",William Dear,32014
4765,"['Dr. Dre', 'Snoop Dogg', 'DJ Pooh']",DJ Pooh,13408
4766,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",Chris Columbus,671
4767,"['Scott Gurney', 'Michael Cunio', 'Roxanne Day']",Richard Glatzer,17731
4768,"['Chelcie Ross', 'Steve Martin', 'Laura Dern']",David Atkins,20794
4769,"['Martin Lawrence', 'Marsha Thomason', 'Tom Wilkinson']",Gil Junger,11469
4770,"['Jason London', 'Lee Majors', 'Zach Galifianakis']",Brendan Malloy,14369
4771,"['Robert Redford', 'Brad Pitt', 'Catherine McCormack']",Tony Scott,1535
4772,"['Eduardo Noriega', 'Federico Luppi', 'Marisa Paredes']",Guillermo del Toro,1433
4773,"['Tom Wilkinson', 'Sissy Spacek', 'Nick Stahl']",Todd Field,1999
4774,"['Enrico Lo Verso', 'Francesco Giuffrida', 'Fabrizio Gifuni']",Gianni Amelio,58098
4775,"['Fred Williamson', 'Julius Harris', 'Gloria Hendry']",Larry Cohen,78076
4776,"['Fred Williamson', 'Pam Grier', 'Thalmus Rasulala']",Arthur Marks,87774
4777,"['Anthony Quinn', 'Yaphet Kotto', 'Anthony Franciosa']",Barry Shear,23847
4778,"['Michel Subor', 'Anna Karina', 'Henri-Jacques Huet']",Jean-Luc Godard,50785
4779,"['Lily Tomlin', 'Charles Grodin', 'Ned Beatty']",Joel Schumacher,12472
4780,"['Monique van de Ven', 'Rutger Hauer', 'Andrea Domburg']",Paul Verhoeven,42258
4781,"['Michael Palin', 'Harry H. Corbett', 'John Le Mesurier']",Terry Gilliam,11834
4782,"['Barbra Streisand', 'Omar Sharif', 'Kay Medford']",William Wyler,16085
4783,"['Anton Diffring', 'Erika Remberg', 'Yvonne Monlaur']",Sidney Hayers,27405
4784,"['Jean-Paul Belmondo', 'Jean Seberg', 'Daniel Boulanger']",Jean-Luc Godard,269
4785,"['Marc Singer', 'Tanya Roberts', 'Rip Torn']",Don Coscarelli,16441
4786,"['Charlton Heston', 'Henry Fonda', 'James Coburn']",Jack Smight,11422
4787,"['Gregory Peck', 'Ivan Bonar', 'Ward Costello']",Joseph Sargent,31037
4788,"['Marlon Brando', 'Montgomery Clift', 'Dean Martin']",Edward Dmytryk,40739
4789,"['Isabelle Adjani', 'Christopher Lambert', 'Richard Bohringer']",Luc Besson,10656
4790,"['Bette Davis', 'Paul Henreid', 'Claude Rains']",Irving Rapper,32847
4791,"['Katharine Hepburn', 'Joan Bennett', 'Paul Lukas']",George Cukor,39938
4792,"['Richard Widmark', 'Jack Palance', 'Karl Malden']",Lewis Milestone,38766
4793,"['Preston Foster', 'Lloyd Nolan', 'William Bendix']",Lewis Seiler,43510
4794,"['Robert Mitchum', 'Peter Falk', 'Robert Ryan']",Edward Dmytryk,35284
4795,"['Peter Falk', 'Ann-Margret', 'Eileen Brennan']",Robert Moore,14584
4796,"['Josse De Pauw', 'Eva van der Gucht', 'Werner De Smedt']",Dominique Deruddere,58886
4797,"['Richard Chamberlain', 'Olivia Hamnett', 'David Gulpilil']",Peter Weir,72277
4798,"['Carole Bouquet', 'Ángela Molina', 'Fernando Rey']",Luis Buñuel,5781
4799,"['Richard Pryor', 'Jackie Gleason', 'Ned Beatty']",Richard Donner,23805
4800,"['Michael Caine', 'Paul Hubschmid', 'Oskar Homolka']",Guy Hamilton,34388
4801,"['Dan Grimaldi', '\tRobert Osth', 'Ruth Dardick']",Joseph Ellison,39867
4802,"['Michael Caine', 'Angie Dickinson', 'Nancy Allen']",Brian De Palma,11033
4803,"['William Holden', 'Ricky Schroder', 'Jack Thompson']",Peter Collinson,69716
4804,"['Christopher George', 'Samantha Eggar', 'Robert Ginty']",James Glickenhaus,37835
4805,"['Peter Westley', 'Aad Wirtz', 'Michael Murray']",Peter Greenaway,33356
4806,"['Eddie Barth', 'Irene Cara', 'Lee Curreri']",Alan Parker,3537
4807,"['Dom DeLuise', 'Anne Bancroft', 'Ron Carey']",Anne Bancroft,38922
4808,"['Philippe Marlaud', 'Marie Rivière', 'Anne-Laure Meury']",Éric Rohmer,27145
4809,"['Kirk Douglas', 'Martin Sheen', 'Katharine Ross']",Don Taylor,8738
4810,"['Frank Sinatra', 'Faye Dunaway', 'David Dukes']",Brian G. Hutton,28614
4811,"['Sam J. Jones', 'Melody Anderson', 'Max von Sydow']",Mike Hodges,3604
4812,"['Gerald Mohr', 'Naura Hayden', 'Les Tremayne']",Ib Melchior,6974
4813,"['Doug McClure', 'Peter Cushing', 'Caroline Munro']",Kevin Connor,26398
4814,"['Joan Collins', 'Robert Lansing', 'John David Carson']",Bert I. Gordon,42218
4815,"['Clint Eastwood', 'Tyne Daly', 'Harry Guardino']",James Fargo,10649
4816,"['Chuck Norris', 'Christopher Lee', 'Richard Roundtree']",Steve Carver,42566
4817,"['Clint Eastwood', 'Sondra Locke', 'Pat Hingle']",Clint Eastwood,17689
4818,"['Richard Boone', 'Theodore Bikel', 'Peggy Maurer']",Albert Band,34084
4819,"['Chuck Norris', 'Richard Lynch', 'Melissa Prophet']",Joseph Zito,15983
4820,"['Chuck Norris', 'David Carradine', 'Barbara Carrera']",Steve Carver,14854
4821,"['Balthazar Getty', 'Chris Furrh', 'Danuel Pipoly']",Harry Hook,10847
4822,"['Mel Smith', 'Griff Rhys Jones', 'Joanne Pearce']",Mike Hodges,33525
4823,"['Patrick Wayne', 'Doug McClure', 'Sarah Douglas']",Kevin Connor,27591
4824,"['Frank Sinatra', 'Dean Martin', 'Peter Lawford']",Lewis Milestone,299
4825,"['Christopher Lambert', 'Terence Stamp', 'Joss Ackland']",Michael Cimino,31945
4826,"[""Peter O'Toole"", 'Steve Railsback', 'Barbara Hershey']",Richard Rush,42160
4827,"['Clint Eastwood', 'Sondra Locke', 'Pat Hingle']",Clint Eastwood,10650
4828,"['Owen Wilson', 'Gene Hackman', 'Gabriel Macht']",John Moore,8007
4829,"['Hilary Swank', 'Simon Baker', 'Christopher Walken']",Charles Shyer,19076
4830,"['Jerry Stiller', 'Paul Logan', 'Roger Corman']",Stephen Kessler,81442
4831,"['Ron Jeremy', 'William Margold', 'Al Goldstein']",Scott J. Gill,50562
4832,"['James Van Der Beek', 'Rachael Leigh Cook', 'Ashton Kutcher']",Steve Miner,13503
4833,"['George Clooney', 'Brad Pitt', 'Matt Damon']",Steven Soderbergh,161
4834,"['Hossein Abedini', 'Zahra Bahrami', 'Mohammad Amir Naji']",Majid Majidi,43774
4835,"['Julia Stiles', 'Stockard Channing', 'Frederick Weller']",Patrick Stettner,31064
4836,"['Grant Williams', 'Randy Stuart', 'April Kent']",Jack Arnold,31682
4837,"['Branko Đurić', 'Rene Bitorajac', 'Filip Šovagović']",Danis Tanović,8342
4838,"['Benjamin Bratt', 'Giancarlo Esposito', 'Talisa Soto']",Leon Ichaso,55479
4839,"['Barry Fitzgerald', 'Walter Huston', 'Louis Hayward']",René Clair,4886
4840,"['Emil Jannings', 'Marlene Dietrich', 'Kurt Gerron']",Josef von Sternberg,228
4841,"['Robin Williams', 'María Conchita Alonso', 'Cleavant Derricks']",Paul Mazursky,23111
4842,"['Barbra Streisand', 'George Segal', 'Robert Klein']",Herbert Ross,42597
4843,"['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus']",Jean-Pierre Jeunet,194
4844,"['Chyler Leigh', 'Chris Evans', 'Jaime Pressly']",Joel Gallen,11397
4845,"['Tom Cruise', 'Penélope Cruz', 'Cameron Diaz']",Cameron Crowe,1903
4846,"['Judi Dench', 'Jim Broadbent', 'Kate Winslet']",Richard Eyre,11889
4847,"['Ike Ogut', 'Nelofer Pazira', 'Hassan Tantai']",Mojtaba Mirtahasebi,28171
4848,"['Anthony LaPaglia', 'Geoffrey Rush', 'Barbara Hershey']",Ray Lawrence,9523
4849,"['Gene Hackman', 'Anjelica Huston', 'Ben Stiller']",Wes Anderson,9428
4850,"['Keanu Reeves', 'Alex Winter', 'George Carlin']",Peter Hewitt,1649
4851,"['John Cleese', 'Sharon Maiden', 'Alison Steadman']",Christopher Morahan,11938
4852,"['Forrest Tucker', 'Jennifer Jayne', 'Janet Munro']",Quentin Lawrence,43143
4853,"['Michael Caine', 'Anthony Andrews', 'Victoria Tennant']",John Frankenheimer,35201
4854,"['David Warner', 'Vanessa Redgrave', 'Robert Stephens']",Karel Reisz,42724
4855,"['Tanya Roberts', 'Ted Wass', 'Donovan Scott']",John Guillermin,24264
4856,"['Chuck Norris', 'Ron Silver', 'Steven Keats']",Michael Miller,27150
4857,"['Peter Strauss', 'Molly Ringwald', 'Michael Ironside']",Lamont Johnson,26978
4858,"['Kevin Bacon', 'Sean Astin', 'Jonathan Ward']",Jeff Bleckner,19209
4859,"['Method Man', 'Redman', 'Obba Babatundé']",Jesse Dylan,8386
4860,"['Debi Derryberry', 'Megan Cavanagh', 'Mark DeCarlo']",John A. Davis,12589
4861,"['Tim Allen', 'Julie Bowen', 'Kelly Lynch']",John Pasquin,12312
4862,"['Meg Ryan', 'Hugh Jackman', 'Liev Schreiber']",James Mangold,11232
4863,"['Elijah Wood', 'Ian McKellen', 'Cate Blanchett']",Peter Jackson,120
4864,"['Jim Carrey', 'Martin Landau', 'Laurie Holden']",Frank Darabont,11086
4865,"['Russell Crowe', 'Ed Harris', 'Jennifer Connelly']",Ron Howard,453
4866,"['Veronika Žilková', 'Jan Hartl', 'Jaroslava Kretschmerová']",Jan Švankmajer,18939
4867,"['Adrienne Barbeau', 'Joanna Canton', 'Richard Trapp']",Mike Mendez,12724
4868,"['Tony Curtis', 'Sidney Poitier', 'Theodore Bikel']",Stanley Kramer,11414
4869,"['Walter Huston', 'Ruth Chatterton', 'Paul Lukas']",William Wyler,31507
4870,"['Robert Forster', 'Verna Bloom', 'Peter Bonerz']",Haskell Wexler,42612
4871,"['Humphrey Bogart', 'Bruce Bennett', 'J. Carrol Naish']",Zoltan Korda,18783
4872,"['Skip Hinnant', 'Rosetta LeNoire', 'John McCurry']",Ralph Bakshi,12593
4873,"['Skip Hinnant', 'Reva Rose', 'Bob Holt']",Robert Taylor,14683
4874,"['Peter Sellers', 'Claudine Longet', 'Natalia Borisova']",Blake Edwards,10794
4875,"['Deborah Kerr', 'Rita Hayworth', 'David Niven']",Delbert Mann,43136
4876,"['Lawrence Ng', 'Kent Cheng', 'Elvis Tsui']",Michael Mak,45491
4877,"['Melina Mercouri', 'Peter Ustinov', 'Maximilian Schell']",Jules Dassin,5052
4878,"['Tyrone Power', 'Marlene Dietrich', 'Charles Laughton']",Billy Wilder,37257
4879,"['Will Smith', 'Jamie Foxx', 'Jon Voight']",Michael Mann,8489
4880,"['Josh Hartnett', 'Ewan McGregor', 'Jason Isaacs']",Ridley Scott,855
4881,"['Cate Blanchett', 'James Fleet', 'Abigail Cruttenden']",Gillian Armstrong,12660
4882,"['Barbra Streisand', 'Mandy Patinkin', 'Amy Irving']",Barbra Streisand,10269
4883,"['Helen Mirren', 'Clive Owen', 'Maggie Smith']",Robert Altman,5279
4884,"['Sean Penn', 'Michelle Pfeiffer', 'Dianne Wiest']",Jessie Nelson,10950
4885,"['Halle Berry', 'Billy Bob Thornton', 'Heath Ledger']",Marc Forster,1365
4886,"['Kevin Spacey', 'Julianne Moore', 'Cate Blanchett']",Lasse Hallström,6440
4887,"['Glenn Ford', 'Gloria Grahame', 'Jocelyn Brando']",Fritz Lang,14580
4888,"['Jordan Christopher Michael', 'Martha Quinn', 'Michael Naegel']",Barry Shils,49410
4889,"['Joan Crawford', 'Barry Sullivan', 'Betsy Palmer']",Ranald MacDougall,28296
4890,"['Dolph Lundgren', 'Gina Bellman', 'Conrad Dunn']",Russell Mulcahy,24206
4891,"['Peter Falk', 'Eileen Brennan', 'Peter Sellers']",Robert Moore,6037
4892,"['Dirk Bogarde', 'Sarah Miles', 'Wendy Craig']",Joseph Losey,42987
4893,"['Eric Stoltz', 'Helen Hunt', 'Wesley Snipes']",Neal Jimenez,61418
4894,"['Jérémie Elkaïm', 'Stéphane Rideau', 'Dominique Reymond']",Sébastien Lifshitz,27099
4895,"['Colin Hanks', 'Jack Black', 'Schuyler Fisk']",Jake Kasdan,11857
4896,"['Samuel Le Bihan', 'Vincent Cassel', 'Émilie Dequenne']",Christophe Gans,6312
4897,"['Eddie Murphy', 'Nick Nolte', 'Brion James']",Walter Hill,11595
4898,"['Lee Kang-Sheng', 'Chen Shiang-Chyi', 'Lu Yi-Ching']",Tsai Ming-liang,24166
4899,"['Ed Harris', 'Madeleine Stowe', 'Charles Dance']",John Bailey,26337
4900,"['Rachel Ward', 'Bryan Brown', 'Steven Vidler']",Ken Cameron,59066
4901,"['Nastassja Kinski', 'John Savage', 'Robert Mitchum']",Andrei Konchalovsky,77985
4902,"['Dudley Moore', 'Mary Steenburgen', 'Frances Sternhagen']",Arthur Hiller,77074
4903,"['Sean Connery', 'Michelle Pfeiffer', 'Roy Scheider']",Fred Schepisi,10170
4904,"['Juliet Stevenson', 'Alan Rickman', 'Michael Maloney']",Anthony Minghella,18317
4905,"['Timothy Dalton', 'Anna Calder-Marshall', 'Harry Andrews']",Robert Fuest,98491
4906,"['Jane Fonda', 'Alan Alda', 'Maggie Smith']",Herbert Ross,26686
4907,"['Tyrone Power', ""Maureen O'Hara"", 'Robert Francis']",John Ford,61934
4908,"['James Earl Jones', 'Harry Morgan', 'John Ritter']",Jules Bass,27273
4909,"['Peter MacNicol', 'Caitlin Clarke', 'Ralph Richardson']",Matthew Robbins,848
4910,"['Arnold Schwarzenegger', 'Grace Jones', 'Wilt Chamberlain']",Richard Fleischer,9610
4911,"['Randy Norton', 'Cynthia Leake', 'Steve Sandor']",Ralph Bakshi,15035
4912,"['Hervé Villechaize', 'Susan Tyrrell', 'Gisele Lindley']",Richard Elfman,16127
4913,"['George C. Scott', 'Marlon Brando', 'Marthe Keller']",John G. Avildsen,31603
4914,"['Jodie Foster', 'Cherie Currie', 'Scott Baio']",Adrian Lyne,32020
4915,"['Dorothy Stratten', 'Stephen Macht', 'Avery Schreiber']",William Sachs,33155
4916,"['Gary Sinise', 'Madeleine Stowe', 'Mekhi Phifer']",Gary Fleder,4965
4917,"['Hui Lou Chen', 'Tad Horino', 'Steve Oedekerk']",Steve Oedekerk,11891
4918,"['Jim Belushi', 'Cuba Gooding Jr.', 'James Coburn']",Brian Levant,11888
4919,"['Nick Nolte', 'Eddie Murphy', ""Annette O'Toole""]",Walter Hill,150
4920,"['Josef Bierbichler', 'Monica Bleibtreu', 'Jeanette Hain']",Jan Schütte,35263
4921,"['Peter Gantzler', 'Sara Indrio Jensen', 'Ann Eleonora Jørgensen']",Lone Scherfig,112
4922,"['Aki Avni', 'Tinkerbell', 'Idan Alterman']",Joseph Cedar,125717
4923,"['Damon Wayans', 'David Alan Grier', 'Robin Givens']",Mike Binder,20678
4924,"['Christopher Walken', 'Natalie Wood', 'Louise Fletcher']",Douglas Trumbull,15050
4925,"['Jason Scott Lee', 'Lauren Holly', 'Robert Wagner']",Rob Cohen,10423
4926,"['Bruno S.', 'Walter Ladengast', 'Brigitte Mira']",Werner Herzog,11710
4927,"['Frank Sinatra', 'Dean Martin', 'Anita Ekberg']",Robert Aldrich,17691
4928,"['Josef Bierbichler', 'Stefan Güttler', 'Clemens Scheitz']",Werner Herzog,27378
4929,"['Dieter Dengler', 'Werner Herzog', 'Eugene Deatrick']",Werner Herzog,57976
4930,"['Donald Sutherland', 'Elliott Gould', 'Tom Skerritt']",Robert Altman,651
4931,"['Diane Keaton', 'Mel Gibson', 'Matthew Modine']",Gillian Armstrong,31955
4932,"['Rock Hudson', 'Salome Jens', 'John Randolph']",John Frankenheimer,20620
4933,"['Marlon Brando', 'Karl Malden', 'Katy Jurado']",Marlon Brando,18647
4934,"['Jim Caviezel', 'Guy Pearce', 'Richard Harris']",Kevin Reynolds,11362
4935,"['Richard Gere', 'Laura Linney', 'Will Patton']",Mark Pellington,2637
4936,"['Mandy Moore', 'Shane West', 'Peter Coyote']",Adam Shankman,10229
4937,"['Cherry Pie Picache', 'Dina Bonnevie', 'Ricky Davao']",Laurice Guillen,50819
4938,"['Lin Cui', 'Zhou Xun', 'Gao Yuanyuan']",Wang Xiaoshuai,12659
4939,[],Noam Gonick,41870
4940,"['Marie-Josée Croze', 'Jean-Nicolas Verreault', 'Stephanie Morgenstern']",Denis Villeneuve,35650
4941,"['Yuka Imoto', 'Kei Kobayashi', 'Kouki Okada']",Rintaro,9606
4942,"['Nanni Moretti', 'Laura Morante', 'Jasmine Trinca']",Nanni Moretti,11447
4943,"['John Goodman', 'Selma Blair', 'Robert Wisdom']",Todd Solondz,16550
4944,"['Fab Filippo', 'Don McKellar', 'Marya Delver']",Gary Burns,13915
4945,"['Elijah Wood', 'Courtney B. Vance', 'Robbie Coltrane']",Stephen Sommers,34723
4946,"['Ted Danson', 'Isabella Rossellini', 'Sean Young']",Joel Schumacher,31674
4947,"['Robert De Niro', 'Meryl Streep', 'Harvey Keitel']",Ulu Grosbard,52744
4948,"['Doris Day', 'Frank Sinatra', 'Gig Young']",Gordon Douglas,43340
4949,"['Jason Segel', 'Devon Sawa', 'Jason Schwartzman']",Dewey Nicks,20009
4950,"['Nicole Kidman', 'Ben Chaplin', 'Vincent Cassel']",Jez Butterworth,2084
4951,"['Vanessa Redgrave', 'Ray Liotta', 'Catherine McCormack']",Peter O'Fallon,50225
4952,"['William Hurt', 'Molly Parker', 'Greg Malone']",Sturla Gunnarsson,74692
4953,"['Juanita Brown', 'Roberta Collins', 'Erica Gavin']",Jonathan Demme,39775
4954,"['Dorothy Dandridge', 'Harry Belafonte', 'Olga James']",Otto Preminger,51044
4955,"['Robert Townsend', 'Michael Wright', 'Leon Robinson']",Robert Townsend,29475
4956,"['Gérard Depardieu', 'Patrick Dewaere', 'Carole Laure']",Bertrand Blier,4267
4957,"['Gérard Depardieu', 'Patrick Dewaere', 'Miou-Miou']",Bertrand Blier,4031
4958,"['David Rasche', 'Paul Jabara', 'Howard Hesseman']",John Schlesinger,47871
4959,"['Gina Lollobrigida', 'Anthony Quinn', 'Jean Danet']",Jean Delannoy,11594
4960,"['Jean-Paul Belmondo', 'Jacqueline Bisset', 'Vittorio Caprioli']",Philippe de Broca,19562
4961,"['Frankie Muniz', 'Paul Giamatti', 'Amanda Bynes']",Shawn Levy,11870
4962,"['Arnold Schwarzenegger', 'Francesca Neri', 'Elias Koteas']",Andrew Davis,9884
4963,"['Chris Klein', 'LL Cool J', 'Rebecca Romijn']",John McTiernan,11535
4964,"['James Le Gros', 'Maura Tierney', 'Christopher Walken']",Billy Morrissette,27593
4965,"['Joe Mantegna', 'Lara Flynn Boyle', 'Joe Pantoliano']",Patrick Read Johnson,11212
4966,"['Shirley Temple', 'James Dunn', 'Jane Darwell']",David Butler,29887
4967,"['Shirley Temple', 'Frank Morgan', 'Robert Kent']",William A. Seiter,32484
4968,"['Shirley Temple', 'Jean Hersholt', 'Mary Nash']",Allan Dwan,28345
4969,"['Burt Reynolds', 'Julie Andrews', 'Kim Basinger']",Blake Edwards,69928
4970,"['Richard Pryor', 'Paul Mooney']",Richard Pryor,21921
4971,"['Thomas Ian Nicholas', 'Colombe Jacobsen-Derstine', 'Gary Busey']",Daniel Stern,21845
4972,"['Tom Guiry', 'Mike Vitar', 'James Earl Jones']",David M. Evans,11528
4973,"['Emma Suárez', 'Carmelo Gómez', 'Ana Torrent']",Julio Médem,2441
4974,"['Julie Christie', 'Donald Sutherland', 'Hilary Mason']",Nicolas Roeg,931
4975,"['Britney Spears', 'Zoe Saldana', 'Taryn Manning']",Tamra Davis,17130
4976,"['Bruce Willis', 'Colin Farrell', 'Terrence Howard']",Gregory Hoblit,10592
4977,"['Denzel Washington', 'Robert Duvall', 'Anne Heche']",Nick Cassavetes,8470
4978,"['Harriet Owen', 'Blayne Weaver', 'Jeff Bennett']",Robin Budd,16690
4979,"['Jay Chandrasekhar', 'Steve Lemme', 'Kevin Heffernan']",Jay Chandrasekhar,39939
4980,"['Macaulay Culkin', 'Elijah Wood', 'Wendy Crewson']",Joseph Ruben,9272
4981,"['Michael Caine', 'Tom Courtenay', 'David Hemmings']",Fred Schepisi,14778
4982,"['Peter Sellers', 'Victor Mature', 'Britt Ekland']",Vittorio De Sica,19137
4983,"['Lana Turner', 'Kirk Douglas', 'Walter Pidgeon']",Vincente Minnelli,32499
4984,"['Kirk Douglas', 'Michael Douglas', 'Senta Berger']",Melville Shavelson,8737
4985,"['Gregory Peck', 'Lauren Bacall', 'Dolores Gray']",Vincente Minnelli,33668
4986,"['Barbra Streisand', 'James Caan', 'Omar Sharif']",Herbert Ross,39282
4987,"['Charles Grodin', 'Cybill Shepherd', 'Jeannie Berlin']",Elaine May,40687
4988,"['Albert Finney', 'Shirley Anne Field', 'Rachel Roberts']",Karel Reisz,37230
4989,"['Laurence Olivier', 'Michael Caine', 'Alec Cawthorne']",Joseph L. Mankiewicz,993
4990,"['Bruno S.', 'Eva Mattes', 'Clemens Scheitz']",Werner Herzog,11698
4991,"[""Jennifer O'Neill"", 'Gary Grimes', 'Jerry Houser']",Robert Mulligan,41357
4992,"['George Segal', 'Glenda Jackson', 'Paul Sorvino']",Melvin Frank,42458
4993,"['Kirk Douglas', 'Barbara Rütting', 'Christine Kaufmann']",Gottfried Reinhardt,93427
4994,"['Kurt Russell', 'Jack Warden', 'Frank McRae']",Robert Zemeckis,14475
4995,"['Craig Stevens', 'William Hopper', 'Alix Talton']",Nathan H. Juran,43715
4996,"['Kevin Costner', 'Joe Morton', 'Ron Rifkin']",Tom Shadyac,10052
4997,"['Stuart Townsend', 'Aaliyah', 'Marguerite Moreau']",Michael Rymer,11979
4998,"['Arliss Howard', 'Debra Winger', 'Paul Le Mat']",Arliss Howard,75151
4999,"['Patrick Swayze', 'Forest Whitaker', 'Đơn Dương']",Timothy Linh Bui,35868
5000,"['Kenneth Branagh', 'Robin Wright', 'Suzi Hofrichter']",Michael Kalesniko,13791
5001,"['Dan Montgomery Jr.', 'David Arnott', 'Jeri Ryan']",Harry Ralston,27824
5002,"['Mariam Parris', 'David Ackert', 'Shaun Toub']",Ramin Serry,270306
5003,"['Vinnie Jones', 'David Kelly', 'David Hemmings']",Barry Skolnick,9991
5004,"['Naseeruddin Shah', 'Lillete Dubey', 'Vijay Raaz']",Mira Nair,480
5005,"['Patricia Clarkson', 'Erik Per Sullivan', 'Jake Weber']",Larry Fessenden,44340
5006,[],Doug Pray,18984
5007,"['Beanie Sigel', 'Omillio Sparks', 'Memphis Bleek']",Abdul Malik Abbott,25006
5008,"['Walter Matthau', ""Tatum O'Neal"", 'Ben Piazza']",Michael Ritchie,23479
5009,"['Tony Curtis', 'Jackie Earle Haley', 'Tomisaburō Wakayama']",John Berry,66946
5010,"['William Devane', 'Clifton James', 'Jackie Earle Haley']",Michael Pressman,19050
5011,"['Jan Vostrčil', 'Josef Šebánek', 'Josef Valnoha']",Miloš Forman,38442
5012,"['Clayton Moore', 'Jay Silverheels', 'Lyle Bettger']",Stuart Heisler,108266
5013,"['Clayton Moore', 'Jay Silverheels', 'Douglas Kennedy']",Lesley Selander,108267
5014,"['Hana Brejchová', 'Vladimír Pucholt', 'Milada Ježková']",Miloš Forman,39387
5015,"['Hideyuki Tanaka', 'Ichirō Nagai', 'Kouichi Yamadera']",Yoshiaki Kawajiri,15999
5016,"['Victor Sjöström', 'Bibi Andersson', 'Ingrid Thulin']",Ingmar Bergman,614
5017,"['James Whitmore', 'Sorrell Booke', 'Roscoe Lee Browne']",Carl Lerner,56133
5018,"['Barbara Stanwyck', 'Ronald Reagan', 'Gene Evans']",Allan Dwan,121703
5019,"['Samantha Morton', 'Claire Rushbrook', 'Rita Tushingham']",Carine Adler,77955
